timestamp,alert_type,region_id,detail,region_pixels,closest_mm,center_x,center_y
2026-05-21T16:20:49.877818,WARNING,WARNING_42_93_8,"HOT region in valid range | closest=577mm | center=(42,93)",8,577,42,93
2026-05-21T16:20:49.955083,WARNING,WARNING_43_102_6,"HOT region in valid range | closest=553mm | center=(43,102)",6,553,43,102
2026-05-21T16:20:50.642589,CRITICAL,CRITICAL_21_94_76,"DANGEROUS region in valid range | closest=523mm | center=(21,94)",76,523,21,94
2026-05-21T16:20:50.642589,WARNING,WARNING_20_93_101,"HOT region in valid range | closest=522mm | center=(20,93)",101,522,20,93
2026-05-21T16:20:50.681889,WARNING,WARNING_20_90_23,"HOT region in valid range | closest=523mm | center=(20,90)",23,523,20,90
2026-05-21T16:20:51.840893,CRITICAL,CRITICAL_24_97_147,"DANGEROUS region in valid range | closest=476mm | center=(24,97)",147,476,24,97
2026-05-21T16:20:51.840893,WARNING,WARNING_21_97_82,"HOT region in valid range | closest=478mm | center=(21,97)",82,478,21,97
2026-05-21T16:20:51.917522,CRITICAL,CRITICAL_36_100_264,"DANGEROUS region in valid range | closest=482mm | center=(36,100)",264,482,36,100
2026-05-21T16:20:51.917522,WARNING,WARNING_33_100_98,"HOT region in valid range | closest=482mm | center=(33,100)",98,482,33,100
2026-05-21T16:20:51.985639,CRITICAL,CRITICAL_57_107_319,"DANGEROUS region in valid range | closest=495mm | center=(57,107)",319,495,57,107
2026-05-21T16:20:51.985639,WARNING,WARNING_57_106_117,"HOT region in valid range | closest=491mm | center=(57,106)",117,491,57,106
2026-05-21T16:20:52.053836,CRITICAL,CRITICAL_64_120_213,"DANGEROUS region in valid range | closest=503mm | center=(64,120)",213,503,64,120
2026-05-21T16:20:52.053836,WARNING,WARNING_88_104_26,"HOT region in valid range | closest=913mm | center=(88,104)",26,913,88,104
2026-05-21T16:20:52.053836,WARNING,WARNING_62_119_64,"HOT region in valid range | closest=500mm | center=(62,119)",64,500,62,119
2026-05-21T16:20:52.121798,CRITICAL,CRITICAL_63_121_134,"DANGEROUS region in valid range | closest=502mm | center=(63,121)",134,502,63,121
2026-05-21T16:20:52.121798,WARNING,WARNING_62_120_67,"HOT region in valid range | closest=500mm | center=(62,120)",67,500,62,120
2026-05-21T16:20:52.160729,WARNING,WARNING_84_106_107,"HOT region in valid range | closest=541mm | center=(84,106)",107,541,84,106
2026-05-21T16:20:52.160729,WARNING,WARNING_51_111_57,"HOT region in valid range | closest=484mm | center=(51,111)",57,484,51,111
2026-05-21T16:20:52.240445,CRITICAL,CRITICAL_65_103_204,"DANGEROUS region in valid range | closest=489mm | center=(65,103)",204,489,65,103
2026-05-21T16:20:52.240445,WARNING,WARNING_71_103_253,"HOT region in valid range | closest=488mm | center=(71,103)",253,488,71,103
2026-05-21T16:20:52.240445,WARNING,WARNING_27_104_28,"HOT region in valid range | closest=475mm | center=(27,104)",28,475,27,104
2026-05-21T16:20:52.308008,CRITICAL,CRITICAL_47_103_247,"DANGEROUS region in valid range | closest=473mm | center=(47,103)",247,473,47,103
2026-05-21T16:20:52.308008,WARNING,WARNING_51_103_243,"HOT region in valid range | closest=472mm | center=(51,103)",243,472,51,103
2026-05-21T16:20:52.376247,CRITICAL,CRITICAL_20_106_730,"DANGEROUS region in valid range | closest=454mm | center=(20,106)",730,454,20,106
2026-05-21T16:20:52.376247,WARNING,WARNING_28_106_288,"HOT region in valid range | closest=450mm | center=(28,106)",288,450,28,106
2026-05-21T16:20:52.443513,CRITICAL,CRITICAL_7_113_246,"DANGEROUS region in valid range | closest=467mm | center=(7,113)",246,467,7,113
2026-05-21T16:20:52.443513,WARNING,WARNING_15_111_288,"HOT region in valid range | closest=459mm | center=(15,111)",288,459,15,111
2026-05-21T16:20:52.482740,WARNING,WARNING_3_115_131,HOT region | TOO CLOSE | sensor range invalid,131,-1,3,115
2026-05-21T16:20:52.482740,WARNING,WARNING_14_113_7,HOT region | TOO CLOSE | sensor range invalid,7,-1,14,113
2026-05-21T16:20:52.879213,WARNING,WARNING_4_106_303,DANGEROUS region | TOO CLOSE | sensor range invalid,303,-1,4,106
2026-05-21T16:20:52.879213,WARNING,WARNING_8_109_169,HOT region | TOO CLOSE | sensor range invalid,169,-1,8,109
2026-05-21T16:20:52.985130,CRITICAL,CRITICAL_29_93_1867,"DANGEROUS region in valid range | closest=449mm | center=(29,93)",1867,449,29,93
2026-05-21T16:20:52.985130,WARNING,WARNING_31_99_640,"HOT region in valid range | closest=473mm | center=(31,99)",640,473,31,99
2026-05-21T16:20:53.053292,CRITICAL,CRITICAL_78_71_1442,"DANGEROUS region in valid range | closest=515mm | center=(78,71)",1442,515,78,71
2026-05-21T16:20:53.053292,WARNING,WARNING_64_87_1364,"HOT region in valid range | closest=475mm | center=(64,87)",1364,475,64,87
2026-05-21T16:20:53.053292,WARNING,WARNING_17_108_9,"HOT region in valid range | closest=467mm | center=(17,108)",9,467,17,108
2026-05-21T16:20:53.121178,CRITICAL,CRITICAL_100_63_1249,"DANGEROUS region in valid range | closest=630mm | center=(100,63)",1249,630,100,63
2026-05-21T16:20:53.121178,WARNING,WARNING_91_72_927,"HOT region in valid range | closest=620mm | center=(91,72)",927,620,91,72
2026-05-21T16:20:53.188906,CRITICAL,CRITICAL_134_55_1060,"DANGEROUS region in valid range | closest=923mm | center=(134,55)",1060,923,134,55
2026-05-21T16:20:53.188906,WARNING,WARNING_127_61_669,"HOT region in valid range | closest=887mm | center=(127,61)",669,887,127,61
2026-05-21T16:20:53.256745,CRITICAL,CRITICAL_159_52_879,"DANGEROUS region in valid range | closest=477mm | center=(159,52)",879,477,159,52
2026-05-21T16:20:53.256745,WARNING,WARNING_148_58_642,"HOT region in valid range | closest=477mm | center=(148,58)",642,477,148,58
2026-05-21T16:20:53.324180,CRITICAL,CRITICAL_169_52_855,"DANGEROUS region in valid range | closest=446mm | center=(169,52)",855,446,169,52
2026-05-21T16:20:53.324180,WARNING,WARNING_162_57_473,"HOT region in valid range | closest=427mm | center=(162,57)",473,427,162,57
2026-05-21T16:20:53.391609,CRITICAL,CRITICAL_187_53_725,"DANGEROUS region in valid range | closest=372mm | center=(187,53)",725,372,187,53
2026-05-21T16:20:53.391609,WARNING,WARNING_180_57_401,"HOT region in valid range | closest=358mm | center=(180,57)",401,358,180,57
2026-05-21T16:20:53.459299,CRITICAL,CRITICAL_206_57_532,"DANGEROUS region in valid range | closest=301mm | center=(206,57)",532,301,206,57
2026-05-21T16:20:53.459299,WARNING,WARNING_201_59_281,"HOT region in valid range | closest=290mm | center=(201,59)",281,290,201,59
2026-05-21T16:20:53.526679,CRITICAL,CRITICAL_211_59_502,"DANGEROUS region in valid range | closest=290mm | center=(211,59)",502,290,211,59
2026-05-21T16:20:53.526679,WARNING,WARNING_204_61_242,"HOT region in valid range | closest=282mm | center=(204,61)",242,282,204,61
2026-05-21T16:20:53.594239,CRITICAL,CRITICAL_211_61_477,"DANGEROUS region in valid range | closest=294mm | center=(211,61)",477,294,211,61
2026-05-21T16:20:53.594239,WARNING,WARNING_207_61_139,"HOT region in valid range | closest=288mm | center=(207,61)",139,288,207,61
2026-05-21T16:20:53.662081,CRITICAL,CRITICAL_201_61_461,"DANGEROUS region in valid range | closest=907mm | center=(201,61)",461,907,201,61
2026-05-21T16:20:53.662081,WARNING,WARNING_199_62_150,"HOT region in valid range | closest=963mm | center=(199,62)",150,963,199,62
2026-05-21T16:20:53.729797,CRITICAL,CRITICAL_193_61_449,"DANGEROUS region in valid range | closest=893mm | center=(193,61)",449,893,193,61
2026-05-21T16:20:53.729797,WARNING,WARNING_193_60_137,"HOT region in valid range | closest=392mm | center=(193,60)",137,392,193,60
2026-05-21T16:20:53.797553,CRITICAL,CRITICAL_164_71_271,"DANGEROUS region in valid range | closest=927mm | center=(164,71)",271,927,164,71
2026-05-21T16:20:53.797553,WARNING,WARNING_167_71_155,"HOT region | MIXED RANGE | closest=-1mm | center=(167,71)",155,-1,167,71
2026-05-21T16:20:53.836893,WARNING,WARNING_121_75_158,DANGEROUS region BUT FAR | monitoring,158,-1,121,75
2026-05-21T16:20:53.836893,WARNING,WARNING_122_76_181,HOT region BUT FAR | monitoring,181,-1,122,76
2026-05-21T16:20:53.908789,CRITICAL,CRITICAL_98_73_41,"DANGEROUS region in valid range | closest=948mm | center=(98,73)",41,948,98,73
2026-05-21T16:20:53.908789,WARNING,WARNING_99_73_137,"HOT region in valid range | closest=899mm | center=(99,73)",137,899,99,73
2026-05-21T16:20:54.413149,WARNING,WARNING_0_102_15,HOT region | TOO CLOSE | sensor range invalid,15,-1,0,102
2026-05-21T16:20:54.481170,WARNING,WARNING_6_100_439,DANGEROUS region | TOO CLOSE | sensor range invalid,439,-1,6,100
2026-05-21T16:20:54.481170,WARNING,WARNING_10_104_125,HOT region | TOO CLOSE | sensor range invalid,125,-1,10,104
2026-05-21T16:20:54.577173,CRITICAL,CRITICAL_31_94_1202,"DANGEROUS region in valid range | closest=440mm | center=(31,94)",1202,440,31,94
2026-05-21T16:20:54.577173,WARNING,WARNING_30_98_492,"HOT region in valid range | closest=438mm | center=(30,98)",492,438,30,98
2026-05-21T16:20:54.645533,CRITICAL,CRITICAL_83_88_1357,"DANGEROUS region in valid range | closest=479mm | center=(83,88)",1357,479,83,88
2026-05-21T16:20:54.645533,WARNING,WARNING_68_93_1049,"HOT region in valid range | closest=448mm | center=(68,93)",1049,448,68,93
2026-05-21T16:20:54.645533,WARNING,WARNING_15_104_26,HOT region | TOO CLOSE | sensor range invalid,26,-1,15,104
2026-05-21T16:20:54.713704,CRITICAL,CRITICAL_114_84_1208,"DANGEROUS region in valid range | closest=923mm | center=(114,84)",1208,923,114,84
2026-05-21T16:20:54.713704,WARNING,WARNING_103_93_1017,"HOT region in valid range | closest=552mm | center=(103,93)",1017,552,103,93
2026-05-21T16:20:54.782210,CRITICAL,CRITICAL_158_79_880,"DANGEROUS region | MIXED RANGE | closest=-1mm | center=(158,79)",880,-1,158,79
2026-05-21T16:20:54.782210,WARNING,WARNING_151_84_753,"HOT region | MIXED RANGE | closest=-1mm | center=(151,84)",753,-1,151,84
2026-05-21T16:20:54.821536,WARNING,WARNING_185_80_746,DANGEROUS region | TOO CLOSE | sensor range invalid,746,-1,185,80
2026-05-21T16:20:54.821536,WARNING,WARNING_179_85_409,HOT region | TOO CLOSE | sensor range invalid,409,-1,179,85
2026-05-21T16:20:54.881716,WARNING,WARNING_192_78_647,DANGEROUS region | TOO CLOSE | sensor range invalid,647,-1,192,78
